created_date,time,clean_text,base_text,POS_VB,POS_VBD,POS_VBG,POS_VBN,POS_VBP,POS_VBZ,#NAME?,#NAME?,#NAME?,#NAME?,word_num,ordinal_num,num-num,num-num%,num-num-num,num/num,only_number,call_+num%,put_+num%,put_-num%,bull,bear,number_of_!,number_of_?,number_of_$,continous_!,continous_?,AFINN_sum_score,AFINN_max_score,AFINN_min_score,AFINN_pos_ratio,AFINN_neg_ratio,BingLiu_pos_ratio,BingLiu_neg_ratio,NRC_Hashtag_sum_score,NRC_Hashtag_max_score,NRC_Hashtag_min_score,NRC_Hashtag_pos_ratio,NRC_Hashtag_neg_ratio,SentiWordNet_sum_score,SentiWordNet_max_score,SentiWordNet_min_score,SentiWordNet_pos_ratio,SentiWordNet_neg_ratio,Avg_TFIDF_1-grams,Avg_rf_1-grams,Avg_TFIDF_2-grams,Avg_rf_2-grams,Avg_TFIDF_3-grams,Avg_rf_3-grams,Avg_TFIDF_4-grams,Avg_rf_4-grams,caps_word,hashtags,PMI_score
07-01-2019,7,Broader market keeping BA alive today don really understand the weakness,broader market keep BA aliv today don realli understand the weak,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.2,-0.4,0.090909091,0.090909091,0,0.090909091,-0.587225798,0.027887343,-0.215694416,0.272727273,0.636363636,1,0.625,-0.375,0.5,0.1,6.01172422,1.334822095,9.858542325,1.303617423,10.21044037,1.194506313,10.21044037,1.098612289,1,0,-0.405749853
07-01-2019,7,$325 Call,$325 call,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.111203377,0,-0.111203377,0,0.5,0,0,0,0,0,5.630587989,2.302585093,0,1.476938933,0,1.560710409,0,1.560710409,0,0,1.650095942
07-01-2019,1,Back to $330+ Today Today ?,back to $330+ today today ?,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.215832814,0.004082762,-0.137775932,0.333333333,0.5,0.25,0.125,0,0.666666667,0,4.941641553,2.305631241,7.142165303,1.386294361,10.00770781,1.098612289,10.21044037,1.098612289,0,0,0.122023973
07-01-2019,1,Ripping,rip,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104837035,-0.104837035,-0.104837035,0,1,-0.25,-0.25,-0.25,0,1,8.824146006,1.909957374,0,1.862773535,0,1.146559301,0,1.329661349,0,0,0.170101026
07-01-2019,1,let us get this,let u get thi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243166563,-0.051553526,-0.068299772,0,1,0.125,0.125,0,0.5,0,4.233457,1.627836966,7.281799775,1.871802177,9.274539279,1.146559301,10.21044037,1.425555373,0,0,0.105229487
07-01-2019,1,These stocks have gone on sale as a result of the Trade War (I wrote the article) _url $BABA,these stock have gone on sale a a result of the trade war (I wrote the article) _url $BABA,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4,0,-0.4,0,0.052631579,0,0,-0.827831984,0.024565774,-0.144142274,0.052631579,0.736842105,0.25,0.25,0,0.125,0,5.543305316,1.567667198,8.814596021,1.824549292,9.864991659,1.098612289,10.1168715,1.290400337,0,0,-0.070638013
07-01-2019,1,kinda weak today not sure why why ?,kinda weak today not sure whi whi ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.4,0,-0.4,0,0.125,0,0.125,-1.075634904,0.004082762,-0.230226282,0.125,0.875,-1.125,0.125,-0.625,0.25,0.75,6.46434519,1.806430704,9.221291334,1.153885603,9.959887773,1.098612289,10.21044037,1.098612289,0,0,-0.97714177
07-01-2019,1,Ripping Nothing stopping it from going much higher today ;),rip noth stop it from go much higher today,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,-0.2,0,0.111111111,0,0,-0.395197564,0.004082762,-0.104837035,0.111111111,0.888888889,-0.25,0.125,-0.25,0.166666667,0.333333333,5.516587545,1.42680452,9.23598455,1.441702507,9.937648581,1.425555373,10.21044037,1.098612289,0,0,-0.256810943
07-01-2019,1,$aapl $amzn $ba agree the market's priced in good news from low-level talks would wait as any disappointment would be negative obviously,$aapl $amzn $ba agre the market' price in good news from low-level talk would wait a ani disappoint would be neg obvious,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.6,-0.4,0.090909091,0.090909091,0.045454545,0.090909091,-1.096117916,0.039236039,-0.255968445,0.136363636,0.681818182,-1.125,0.75,-0.875,0.272727273,0.363636364,5.753032573,1.494456853,9.07387775,1.476938933,10.14286285,1.098612289,10.18658948,1.425555373,0,0,-0.238893839
07-01-2019,1,$ba moving,$ba move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.013217078,0,-0.013217078,0,0.5,0,0,0,0,0,6.776453162,1.252762968,0,1.194506313,0,1.290400337,0,1.194506313,0,0,-1.247818768
07-01-2019,1,$BA- Brazil studying if Boeing-Embraer deal is in its 'ideal form': _url,$BA- brazil studi if boeing-embra deal is in it 'ideal form': _url,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.358798699,0.00657394,-0.115078541,0.083333333,0.5,0.125,0.125,0,0.25,0,5.701182279,1.478818829,9.05959242,1.098612289,10.16989386,1.098612289,10.21044037,1.194506313,0,0,-0.221891024
07-01-2019,1,"80,0 is all out of work Buying less gaming pc & & homes expensive food $AMZN","80,0 is all out of work buy le game pc & & home expens food $AMZN",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0625,0.0625,-0.241228981,0.146218255,-0.211680853,0.375,0.5,0.625,0.5,0,0.25,0,6.469416863,1.444030692,9.216617991,1.386294361,10.16989386,1.464816385,10.21044037,1.098612289,0,0,-0.348716496
07-01-2019,1,Hard to call top with this grind but kept scaling in longer term puts as planned,hard to call top with thi grind but kept scale in longer term put a plan,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,-0.2,0.0625,0.0625,0.0625,0.125,-0.586395405,0.036883261,-0.111203377,0.3125,0.6875,-0.25,0.25,-0.5,0.111111111,0.111111111,5.60924404,1.542309487,9.340025462,1.445185879,10.21044037,1.329661349,10.21044037,1.425555373,0,0,-0.266630783
07-01-2019,1,and everything else up up up,and everyth els up up up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.196664591,0.015569857,-0.09348834,0.166666667,0.833333333,0,0,0,0,0,6.809360344,2.162622056,10.73676604,2.197224577,9.661134223,1.098612289,10.21044037,1.560710409,0,0,-0.401728597
07-01-2019,1,$BA And hard to realize hurt to rest & stores & online shopping homes cars hole STATES affected #Contagion,$BA and hard to realiz hurt to rest & store & onlin shop home car hole state affect #contagion,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.8,0,-0.4,0,0.157894737,0,0.105263158,-0.741609577,0.146218255,-0.174866791,0.263157895,0.631578947,-1,0.375,-0.75,0.2,0.3,7.693815847,1.699777672,9.902048359,1.098612289,10.21044037,1.098612289,10.21044037,1.098612289,1,1,0.043580241
07-01-2019,1,should be piece of cake to regain 50 MA near 334.6 this week on China news,should be piec of cake to regain 50 MA near 334.6 thi week on china news,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.578991073,0.096948308,-0.124074459,0.125,0.8125,1,0.875,0,0.25,0,5.248195652,1.448272305,9.001970799,1.670211765,10.08510058,1.098612289,10.21044037,1.098612289,1,0,-0.157930732
07-01-2019,1,_url,_url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85416049,1.456619678,0,1.245889873,0,1.290400337,0,1.098612289,0,0,-0.129754314
07-01-2019,1,330 is a freak wall Get going We need 350 this week,330 is a freak wall get go We need 350 thi week,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,-0.596636911,-0.001453187,-0.124628053,0,1,0,0.125,-0.125,0.142857143,0.142857143,5.011313119,1.297567395,9.157408468,2.302585093,10.21044037,1.098612289,10.21044037,1.098612289,0,0,-0.443609496
07-01-2019,1,Why is it not heading up ?? I thought it was largely down due to trade talks .,whi is it not head up ?? I thought it wa larg down due to trade talk .,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,-1.037921251,0.104145042,-0.221230365,0.055555556,0.888888889,-0.5,0.125,-0.625,0.181818182,0.181818182,5.267824142,1.514869949,8.572952934,1.186978839,10.00212881,1.098612289,10.21044037,1.098612289,0,0,-0.825574902
07-01-2019,1,looks like they may have underperformed their December output we may take a hit once official PR comes out,look like they may have underperform their decemb output we may take a hit onc offici PR come out,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.052631579,0,0.052631579,0,-0.903051692,0.080617258,-0.178188361,0.105263158,0.842105263,0.125,0.25,-0.125,0.083333333,0.083333333,6.447862,1.374328036,9.186831067,1.226318695,10.09590403,1.098612289,10.21044037,1.752498457,1,0,-0.468768297
07-01-2019,1,Manufacturing companies and financial are struggling to stay afloat today Pulled up by broader market,manufactur compani and financi are struggl to stay afloat today pull up by broader market,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0,-0.4,0,0.066666667,0,0.066666667,-0.407099855,0.108435402,-0.231195073,0.333333333,0.533333333,0.625,0.25,0,0.363636364,0,5.987863662,1.269686146,9.721070015,1.098612289,10.21044037,1.194506313,10.21044037,1.098612289,0,0,-0.008586892
07-01-2019,1,Looking weak Puts is the call,look weak put is the call,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0,-0.4,0,0.166666667,0,0.166666667,-0.455055013,-0.012109889,-0.230226282,0,1,-0.25,0.125,-0.375,0.2,0.2,4.604473584,1.841635621,8.730744321,1.252762968,10.21044037,1.290400337,10.21044037,1.098612289,0,0,-0.89818052
07-01-2019,1,Dip will be bought,dip will be bought,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03155491,0.111895371,-0.039512836,0.25,0.75,0.125,0.125,0,0.333333333,0,4.437673337,1.445605415,7.603961901,1.223775432,9.405721411,1.098612289,9.517293186,1.464816385,0,0,-0.181445442
07-01-2019,1,tough trade here thought it was going to beast to 332 But got hit hard middle of day Holding up okay so far,tough trade here thought it wa go to beast to 332 but got hit hard middl of day hold up okay so far,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.2,0,-0.2,0,0.043478261,0.043478261,0.043478261,-0.992595668,0.073420525,-0.133900768,0.130434783,0.826086957,-0.625,0.625,-0.75,0.2,0.133333333,5.335660704,1.553467925,8.804495939,1.228874629,9.999833987,1.098612289,10.14087427,1.098612289,0,0,-0.010668986
07-01-2019,1,4 Stocks To Buy In The Wake Of The you China Trade War _url $AAPL,4 stock To buy In the wake Of the you china trade war _url $AAPL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.4,0,-0.4,0,0.066666667,0,0,-0.730745277,0.046017577,-0.201439347,0.133333333,0.8,0,0,0,0,0,4.46930121,1.668532044,7.463635412,1.194506313,9.169349602,1.098612289,9.707314909,1.098612289,0,0,-0.335379986
07-01-2019,1,positive for lightly bullish going to looks better than for now .,posit for lightli bullish go to look better than for now .,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0,0.166666667,0,0.25,0,-0.014601066,0.184693101,-0.098193897,0.166666667,0.75,1.75,0.75,-0.125,0.428571429,0.142857143,5.512356404,1.84958409,8.952211452,1.290400337,10.21044037,1.098612289,10.21044037,1.098612289,0,0,-0.029137188
07-01-2019,1,signal changed to market in trend from market in correction since last friday $brk $gs $ms $ma $v,signal chang to market in trend from market in correct sinc last friday $brk $gs $ms $ma $v,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,-0.480727977,0.038959242,-0.172237215,0.111111111,0.611111111,-0.25,0,-0.25,0,0.142857143,6.165268013,1.720604519,10.69415982,1.381044909,10.21044037,1.098612289,10.21044037,1.098612289,0,0,-0.20592567
08-01-2019,1,trade ideas: _url,trade ideas: _url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122967269,0,-0.122967269,0,0.333333333,0,0,0,0,0,5.207656826,1.735761349,8.856415266,1.257388685,9.294149635,1.194506313,0,1.194506313,0,0,0.227457319
08-01-2019,1,In the last six months 42 setups peaked above 100% after they were posted,In the last six month 42 setup peak abov 100% after they were post,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5543561,0,-0.157705349,0,0.928571429,-0.125,0.125,-0.25,0.166666667,0.166666667,5.528182427,1.419521217,8.116291829,1.194506313,8.778501452,1.146559301,8.957677398,1.098612289,0,0,-0.142415474
08-01-2019,1,Tues1 $BLUE,tues1 $BLUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.526225129,0,1.521449397,0,1.194506313,0,1.656604433,0,0,-0.432726385
08-01-2019,1,HNY19,hny19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.746297175,0,1.425555373,0,1.560710409,0,1.560710409,1,0,0.566147501
08-01-2019,1,Peak gain % the last 3 expired setups 71.24% -54.86% 13 %,peak gain % the last 3 expir setup 71.24% -54.86% 13 %,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.083333333,0,0.083333333,0.083333333,-0.647360044,0.045187184,-0.162826102,0.083333333,0.666666667,-0.125,0.125,-0.25,0.2,0.2,5.779082708,1.311546154,7.722607061,1.386294361,8.427715659,1.098612289,8.601002455,1.098612289,0,0,-0.505692359
08-01-2019,5,can it sustain the breakout above 330 today? I know most of us are long-term and will average down but I would like to see it at 360,can it sustain the breakout abov 330 today? I know most of u are long-term and will averag down but I would like to see it at 360,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.4,0.4,0,0.035714286,0,0.035714286,0,-1.079648467,0.080617258,-0.116462529,0.142857143,0.785714286,-0.5,0.125,-0.625,0.2,0.2,4.666831346,1.549467352,8.693612654,1.412358332,9.908225173,1.354025101,10.13506636,1.098612289,0,0,-0.228880648
08-01-2019,5,we testing the 50 todsy ?,we test the 50 todsi ?,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.193689018,0.033838489,-0.137775932,0.166666667,0.666666667,0,0,0,0,0,6.01192243,1.322749383,9.792852711,1.098612289,10.21044037,1.183749893,10.21044037,1.098612289,0,0,0.43573949
08-01-2019,5,while above 59.92 look for 67.35-70.40 before lower #Eliotwave correlates with into the 341-361 range after breaking 324,while abov 59.92 look for 67.35-70.40 befor lower #eliotwav correl with into the 341-361 rang after break 324,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,-0.188637465,0.026503356,-0.135699952,0.277777778,0.388888889,-0.125,0.125,-0.25,0.2,0.2,5.463517213,1.428908801,9.448423653,1.245889873,10.21044037,1.031034771,10.21044037,1.098612289,0,1,-0.262289795
08-01-2019,6,Guys what do you think about Trump's speech tonight ?,guy what do you think about trump' speech tonight ?,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.625631444,0.04560238,-0.137775932,0.2,0.7,0,0,0,0,0,5.619586316,1.29695165,8.72300882,1.098612289,9.511819063,1.098612289,9.959760801,1.098612289,0,0,0.030090966
08-01-2019,6,anyone think we test 35-340 today,anyon think we test 35-340 today,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26302678,0.023596983,-0.140959103,0.333333333,0.5,0.125,0.125,0,0.333333333,0,5.059877194,1.306055441,9.096127853,1.386294361,10.07528533,1.098612289,10.21044037,1.098612289,0,0,-0.543254102
08-01-2019,6,absolutely!! Like $BA,absolutely!! like $BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0.4,0.4,0,0.333333333,0,0.333333333,0,-0.082001246,0,-0.082001246,0,0.333333333,0,0,0,0,0,6.030990061,1.098612289,10.21044037,1.364781521,0,1.098612289,0,1.329661349,0,0,1.650095942
08-01-2019,6,maybe trump daddy talks about China later today,mayb trump daddi talk about china later today,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,-0.557054875,0.004082762,-0.170576431,0.125,0.875,0,0.125,-0.125,0.166666667,0.166666667,6.144349239,1.272361092,9.874529616,1.439162705,10.21044037,1.194506313,10.21044037,1.098612289,0,0,-0.624037059
08-01-2019,6,Hey $ba do not be afraid to go on a massive tear before Jan 18th .,hey $ba do not be afraid to go on a massiv tear befor jan 18th .,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4,0,-0.4,0,0.0625,0,0.0625,-0.613313958,0.065255,-0.128503218,0.125,0.8125,-1,0.125,-0.625,0.125,0.25,5.458584812,1.318995482,8.764748934,1.546552156,9.990717909,1.098612289,10.21044037,1.098612289,0,0,-0.149652753
